"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"211","Save your spot for @Pentaho &amp; Big Data Ecosystem – Live Seminar, 29th March, at Conrad St. James London:… https://t.co/5EEOU4JqM7",FALSE,1,NA,2017-03-20 11:59:28,TRUE,NA,"843794114852405248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xpandit_UK",0,FALSE,FALSE,NA,NA
"212","Virtually, #Pentaho has unlimited visualizations which can Access,
Manage and blend any data from any source.
Visit… https://t.co/894I87EziF",FALSE,2,NA,2017-03-20 11:21:07,TRUE,NA,"843784464123621376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pragmatic_Tech",0,FALSE,FALSE,NA,NA
"213","Wer #BI sagt, muss auch Open Source sagen: Rückblick auf den #PUM17 @bigdata_insider: https://t.co/9B9hmHtPx1… https://t.co/FiXRmb2zdX",FALSE,0,NA,2017-03-20 10:30:32,TRUE,NA,"843771734906036224",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HDS_DE",0,FALSE,FALSE,NA,NA
"214","RT @techiexpert: CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the digitaliza…",FALSE,0,NA,2017-03-20 09:26:23,FALSE,NA,"843755587837952001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rfpageblog",7,TRUE,FALSE,NA,NA
"215","Pentaho Ends Machine Learning Gridlock https://t.co/LRpjBRyJQZ https://t.co/6InCi2pLkH",FALSE,0,NA,2017-03-20 09:14:24,FALSE,NA,"843752573421215744",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis: turn sharing into growth</a>","kiragu_john",0,FALSE,FALSE,NA,NA
"216","#trabajo #empleo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle https://t.co/fYELRdIKcB",FALSE,0,NA,2017-03-20 09:10:28,FALSE,NA,"843751582562959360",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"217","RT @Pentaho: Let's get technical! Don't miss this step by step recap of #machinelearning capabilities announced this week: https://t.co/vie…",FALSE,0,NA,2017-03-20 07:30:25,FALSE,NA,"843726404655104000",NA,"<a href=""https://twitter.com/personaontherun"" rel=""nofollow"">personaontherun</a>","PersonaAI",10,TRUE,FALSE,NA,NA
"218","RT @Pentaho: Let's get technical! Don't miss this step by step recap of #machinelearning capabilities announced this week: https://t.co/vie…",FALSE,0,NA,2017-03-20 07:29:20,FALSE,NA,"843726134428815362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnalyticalJake",10,TRUE,FALSE,NA,NA
"219","RT @techiexpert: CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the digitaliza…",FALSE,0,NA,2017-03-20 07:28:03,FALSE,NA,"843725810959900672",NA,"<a href=""http://sportstocks.com"" rel=""nofollow"">sportstocks_com</a>","Crafty_AI",7,TRUE,FALSE,NA,NA
"220","RT @techiexpert: CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the digitaliza…",FALSE,0,NA,2017-03-20 07:18:21,FALSE,NA,"843723367266074625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mvargasgarro",7,TRUE,FALSE,NA,NA
"221","RT @techiexpert: CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the digitaliza…",FALSE,0,NA,2017-03-20 07:15:48,FALSE,NA,"843722725914890240",NA,"<a href=""https://twitter.com/personaontherun"" rel=""nofollow"">personaontherun</a>","PersonaAI",7,TRUE,FALSE,NA,NA
"222","RT @techiexpert: CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the digitaliza…",FALSE,0,NA,2017-03-20 07:14:40,FALSE,NA,"843722444129144832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tanmay_R_Seth",7,TRUE,FALSE,NA,NA
"223","RT @techiexpert: CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the digitaliza…",FALSE,0,NA,2017-03-20 07:11:37,FALSE,NA,"843721672825982976",NA,"<a href=""http://www.gagnelaw.ca"" rel=""nofollow"">Telco </a>","OttLegalRebels",7,TRUE,FALSE,NA,NA
"224","CEO of #Pentaho, The early adopters of #AI and #machinelearning in #analytics will gain a huge advantage in the dig… https://t.co/AYhLA8trmx",FALSE,8,NA,2017-03-20 07:03:01,TRUE,NA,"843719509634699264",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","techiexpert",7,FALSE,FALSE,NA,NA
"225","RT @Ashnikbiz: Learn the three things that add up to ‘The dawn of the #Predictive Era’ - @Wael_Elrifai shares in his latest blog: https://t…",FALSE,0,NA,2017-03-20 05:58:09,FALSE,NA,"843703187987087360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RajgorRohit",1,TRUE,FALSE,NA,NA
"226","Pentaho Ends Machine Learning Gridlock https://t.co/DGmnV6VkUp https://t.co/yw8K6iHBta",FALSE,1,NA,2017-03-20 05:47:56,FALSE,NA,"843700613473034241",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","3Bladesio",0,FALSE,FALSE,NA,NA
"227","Learn the three things that add up to ‘The dawn of the #Predictive Era’ - @Wael_Elrifai shares in his latest blog: https://t.co/iACKfpvACV",FALSE,0,NA,2017-03-20 05:35:35,FALSE,NA,"843697507666481152",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Ashnikbiz",1,FALSE,FALSE,NA,NA
"228","RT @Pragmatic_Tech: Unlock data, divide and improve data preparation for business analytics. #Analytics #BigData #BI #Pentaho https://t.co/…",FALSE,0,NA,2017-03-20 04:30:19,FALSE,NA,"843681081274449920",NA,"<a href=""https://abc.def.com"" rel=""nofollow"">DavidHelloall</a>","DavidtheData",1,TRUE,FALSE,NA,NA
"229","Unlock data, divide and improve data preparation for business analytics. #Analytics #BigData #BI #Pentaho https://t.co/FTTEylAMyA",FALSE,2,NA,2017-03-20 04:30:18,FALSE,NA,"843681077432631296",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Pragmatic_Tech",1,FALSE,FALSE,NA,NA
"230","Pentaho Ends Machine Learning Gridlock https://t.co/CLup4aqpr2 https://t.co/e5MYYiNQle",FALSE,0,NA,2017-03-20 04:16:08,FALSE,NA,"843677513033367554",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","alexclcheung",0,FALSE,FALSE,NA,NA
"231","Pentaho Ends Machine Learning Gridlock https://t.co/NAcI5zIIDL https://t.co/wa66EaG6kX",FALSE,0,NA,2017-03-20 03:41:30,FALSE,NA,"843668795751350272",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","Mhasitkar",0,FALSE,FALSE,NA,NA
"232","Pentaho Ends Machine Learning Gridlock https://t.co/w7ruUK5Z14 https://t.co/0do6T7vnu6",FALSE,0,NA,2017-03-20 02:14:14,FALSE,NA,"843646833956179972",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","caderache2018",0,FALSE,FALSE,NA,NA
"233","#empleo consultor Pentaho Kettle Barcelona. CV a candidato@tsdconsulting.es Asunto:Kettle #trabajo https://t.co/fYELRdIKcB",FALSE,0,NA,2017-03-20 02:09:38,FALSE,NA,"843645677079072769",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"234","Pentaho Ends Machine Learning Gridlock https://t.co/pzSHoTy83Z https://t.co/A3FZrjQOnv",FALSE,0,NA,2017-03-20 01:59:08,FALSE,NA,"843643034344538114",NA,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>","fkocabiyik",0,FALSE,FALSE,NA,NA
"235","The latest #BI for Business Execs! https://t.co/9TsgWxM5lB Thanks to @Pentaho @SAPInMemory #analytics #businessintelligence",FALSE,0,NA,2017-03-20 01:30:48,FALSE,NA,"843635904371720193",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","davidsidd",0,FALSE,FALSE,NA,NA
"236","RT @LiquidWeb: How To Train A Machine Brain, Pentaho's 4 Pillars Of #AI https://t.co/Loe6caLmOt #Tech https://t.co/kpOqVrPdiq",FALSE,0,NA,2017-03-20 00:22:26,FALSE,NA,"843618698338471937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TerryFlood",1,TRUE,FALSE,NA,NA
"237","#RealTime #Pentaho CDE Dashboard - #BigData Journey Part 4 https://t.co/7rKexqVkS3 #hadoop https://t.co/5dpwmST9TI",FALSE,1,NA,2017-03-19 21:00:20,FALSE,NA,"843567840158519296",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","GavLaaaaaaaa",0,FALSE,FALSE,NA,NA
"238","How To Train A Machine Brain, Pentaho's 4 Pillars Of #AI https://t.co/Loe6caLmOt #Tech https://t.co/kpOqVrPdiq",FALSE,0,NA,2017-03-19 20:25:01,FALSE,NA,"843558953829261313",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","LiquidWeb",1,FALSE,FALSE,NA,NA
"239","#empleo #trabajo Consultor Pentaho Kettle Barcelona. CV a candidato@tsdconsulting.es Asunto:Kettle https://t.co/U6nAmLYh2w",FALSE,0,NA,2017-03-19 20:10:27,FALSE,NA,"843555288343085057",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"240","RT @CRM_CWS_Cloud: Pentaho Ends Machine Learning Gridlock | @BigDataExpo @Pentaho #ML #BigData https://t.co/OfZsWR25h0",FALSE,0,NA,2017-03-19 18:39:31,FALSE,NA,"843532402928631810",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","GLBme",4,TRUE,FALSE,NA,NA
"241","RT @CRM_CWS_Cloud: Pentaho Ends Machine Learning Gridlock | @BigDataExpo @Pentaho #ML #BigData https://t.co/OfZsWR25h0",FALSE,0,NA,2017-03-19 18:35:03,FALSE,NA,"843531278309834752",NA,"<a href=""http://dashboard.ladderr.com"" rel=""nofollow"">Ladderr</a>","Adduco_Tech",4,TRUE,FALSE,NA,NA
"242","RT @CRM_CWS_Cloud: Pentaho Ends Machine Learning Gridlock | @BigDataExpo @Pentaho #ML #BigData https://t.co/OfZsWR25h0",FALSE,0,NA,2017-03-19 18:34:45,FALSE,NA,"843531202502049793",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","BigDataBuzzNet",4,TRUE,FALSE,NA,NA
"243","RT @CRM_CWS_Cloud: Pentaho Ends Machine Learning Gridlock | @BigDataExpo @Pentaho #ML #BigData https://t.co/OfZsWR25h0",FALSE,0,NA,2017-03-19 18:30:02,FALSE,NA,"843530017887981569",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",4,TRUE,FALSE,NA,NA
"244","Pentaho Ends Machine Learning Gridlock | @BigDataExpo @Pentaho #ML #BigData https://t.co/OfZsWR25h0",FALSE,1,NA,2017-03-19 18:30:02,FALSE,NA,"843530016247955456",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","CRM_CWS_Cloud",4,FALSE,FALSE,NA,NA
"245","#trabajo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle  #empleo https://t.co/fYELRdIKcB",FALSE,0,NA,2017-03-19 16:11:19,FALSE,NA,"843495106812530691",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"246","#trabajo #empleo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle https://t.co/Jj02nyep4P",FALSE,0,NA,2017-03-19 13:09:55,FALSE,NA,"843449457861627905",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"247","RT @DataWorksSummit: Thank you @Pentaho for being a GOLD Sponsor at #DWS17 Munich, use this code to save on Registration MSPO20 https://t.c…",FALSE,0,NA,2017-03-19 12:17:41,FALSE,NA,"843436309054177280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shout_za",1,TRUE,FALSE,NA,NA
"248","RT @edlse73: Probando @Pentaho 7 con Spark!! veamos que tal, la version 6 con map reduce genial  @Pentaho + @Cloudera !!",FALSE,0,NA,2017-03-19 07:53:41,FALSE,NA,"843369872721625088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vladabr7lya",1,TRUE,FALSE,NA,NA
"249","RT @SvdR82: Achieving Fully-Automated Data Processing With Pentaho Data Integration https://t.co/yVq5SgRhui https://t.co/hjlb0s2Hvv",FALSE,0,NA,2017-03-19 06:59:37,FALSE,NA,"843356265137012736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","l4ndy3",3,TRUE,FALSE,NA,NA
"250","#empleo consultor Pentaho Kettle Barcelona. CV a candidato@tsdconsulting.es Asunto:Kettle #trabajo https://t.co/fYELRdIKcB",FALSE,0,NA,2017-03-19 06:10:45,FALSE,NA,"843343971044786176",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"251","RT @rshomair: My brain is now trained RT @Forbes: How to train a machine brain, Pentaho's 4 pillars of AI
https://t.co/dCkNtVD3gK https://t…",FALSE,0,NA,2017-03-19 05:11:47,FALSE,NA,"843329128002674688",NA,"<a href=""http://www.corriere.it"" rel=""nofollow"">MyBrainIs</a>","mybrainis",8,TRUE,FALSE,NA,NA
"252","Pentaho Ends Machine Learning Gridlock | @BigDataExpo @Pentaho #ML #BigData | IBM Cloud https://t.co/PPmLpxBVVR - rewteet! #sys_con_media",FALSE,0,NA,2017-03-19 04:28:46,FALSE,NA,"843318304873897984",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","csv_mapper",0,FALSE,FALSE,NA,NA
"253","RT @stat_geek: @gorafle @BecomingDataSci Pentaho, Microstrategy - not sure still free, SSRS",FALSE,0,NA,2017-03-19 02:54:07,FALSE,NA,"843294486897876992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BecomingDataSci",1,TRUE,FALSE,NA,NA
"254","#Analyticship:#BI,#BigData,#Analytics: https://t.co/wDzMMYZlqT",FALSE,0,NA,2017-03-19 02:46:10,FALSE,NA,"843292483362668545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","METAMORF_US",0,FALSE,FALSE,NA,NA
"255","RT @hortonworks: Last talk at #StrataHadoop, come to booth 1121 for Blueprint for Big Data Success with @Pentaho. Collect your last stamp!…",FALSE,0,NA,2017-03-19 02:02:45,FALSE,NA,"843281557087432704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BabuInsan8",2,TRUE,FALSE,NA,NA
"256","@gorafle @BecomingDataSci Pentaho, Microstrategy - not sure still free, SSRS",FALSE,2,"gorafle",2017-03-19 02:00:59,FALSE,"843209941582319616","843281112738627584","28805349","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stat_geek",1,FALSE,FALSE,NA,NA
"257","#trabajo Consultor Pentaho Kettle Barcelona. CV a candidato@tsdconsulting.es Asunto:Kettle https://t.co/VrWjyDyRZW",FALSE,0,NA,2017-03-19 00:11:52,FALSE,NA,"843253655356788740",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"258","duo_koji : Tokyo PB-Scale AI Big Data Cloud Boot Camp - https://t.co/R7xdmV1f4Y Pentaho for Big Data Analytics : https://t.co/zyYjmpDvxR",FALSE,0,NA,2017-03-18 21:18:06,FALSE,NA,"843209922783428609",NA,"<a href=""Http://www.hwswworld.com"" rel=""nofollow"">Doesnothaveanameyet</a>","ClouDatAI",0,FALSE,FALSE,NA,NA
"259","#trabajo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle  #empleo https://t.co/ZGxckVTEWU",FALSE,0,NA,2017-03-18 20:10:46,FALSE,NA,"843192978466377728",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"260","RT @gp_pulipaka: 4 Steps to Machine Learning with Pentaho. #BigData #MachineLearning #DataScience #AI #RStats #Python
https://t.co/hZUVq86i…",FALSE,0,NA,2017-03-18 17:33:20,FALSE,NA,"843153358403784704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DeepSingularity",36,TRUE,FALSE,NA,NA
"261","#Trabajo #Empleo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle https://t.co/5TGt08fx2R",FALSE,0,NA,2017-03-18 17:10:07,FALSE,NA,"843147516111716352",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"262","So interesting -&gt;  https://t.co/fqMDDTWKzj",FALSE,0,NA,2017-03-18 15:28:00,FALSE,NA,"843121818135347205",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MIKNOTAURO",0,FALSE,FALSE,NA,NA
"263","Start your #BigData Journey with #Cloudera, #Docker and #Pentaho BA https://t.co/DDWvbs7Xhh #hadoop https://t.co/7WILXBNaXv",FALSE,0,NA,2017-03-18 15:00:27,FALSE,NA,"843114886762774528",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","GavLaaaaaaaa",0,FALSE,FALSE,NA,NA
"264","RT @Pentaho: Weka creator Mark Hall breaks down 4 steps to #machinelearning w/ Pentaho step by step in his latest blog post! https://t.co/v…",FALSE,0,NA,2017-03-18 13:56:25,FALSE,NA,"843098770099359744",NA,"<a href=""http://ns-madenza.com/tweetpress/gielies/saffabuzz"" rel=""nofollow"">Saffa August AH</a>","BuzzSaffa",26,TRUE,FALSE,NA,NA
"265","RT @Pentaho: Weka creator Mark Hall breaks down 4 steps to #machinelearning w/ Pentaho step by step in his latest blog post! https://t.co/v…",FALSE,0,NA,2017-03-18 13:56:03,FALSE,NA,"843098678009184256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","opentoile",26,TRUE,FALSE,NA,NA
"266","RT @SvdR82: Achieving Fully-Automated Data Processing With Pentaho Data Integration https://t.co/yVq5SgRhui https://t.co/hjlb0s2Hvv",FALSE,0,NA,2017-03-18 13:38:19,FALSE,NA,"843094216762966016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aVittrup",3,TRUE,FALSE,NA,NA
"267","Hi @dnedev, sorry you couldn't make it to the latest @PentahoNL, you already had something nicely prepped already https://t.co/7CxfQtXFzQ",FALSE,0,NA,2017-03-18 13:36:28,FALSE,NA,"843093751195226112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","blijblijblij",0,FALSE,FALSE,NA,NA
"268","RT @SvdR82: Achieving Fully-Automated Data Processing With Pentaho Data Integration https://t.co/yVq5SgRhui https://t.co/hjlb0s2Hvv",FALSE,0,NA,2017-03-18 13:30:29,FALSE,NA,"843092241866522624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GregoMiranda",3,TRUE,FALSE,NA,NA
"269","Interesting use case blog - PDI + Docker + AWS Elastic Beanstalk
 https://t.co/0zTrM7IYUS",FALSE,5,NA,2017-03-18 13:05:14,FALSE,NA,"843085891614773248",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Pentaho",6,FALSE,FALSE,NA,NA
"270","Pentaho pitches its integration platform as a machine learning aid - https://t.co/ZgUmoVHRBx
#MachineLearning #DataScience",FALSE,0,NA,2017-03-18 12:45:15,FALSE,NA,"843080859100045312",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","inapp",1,FALSE,FALSE,NA,NA
"271","#empleo consultor Pentaho Kettle Barcelona. CV a candidato@tsdconsulting.es Asunto:Kettle #Trabajo https://t.co/dwv6k5RgBh",FALSE,1,NA,2017-03-18 10:09:53,FALSE,NA,"843041760255365120",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"272","RT @Pentaho: Happy St. Patrick's Day! https://t.co/R1MglTHHKg",FALSE,0,NA,2017-03-18 10:03:18,FALSE,NA,"843040103400398848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mattcasters",4,TRUE,FALSE,NA,NA
"273","RT @Pentaho: Weka creator Mark Hall breaks down 4 steps to #machinelearning w/ Pentaho step by step in his latest blog post! https://t.co/v…",FALSE,0,NA,2017-03-18 09:39:52,FALSE,NA,"843034208771735553",NA,"<a href=""https://github.com/mathias3/twitterBot"" rel=""nofollow"">hrabiaKent1</a>","hrabiaKent",26,TRUE,FALSE,NA,NA
"274","RT @Pentaho: Weka creator Mark Hall breaks down 4 steps to #machinelearning w/ Pentaho step by step in his latest blog post! https://t.co/v…",FALSE,0,NA,2017-03-18 09:39:21,FALSE,NA,"843034079159353344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DoraMoldovan",26,TRUE,FALSE,NA,NA
"275","RT @rshomair: My brain is now trained RT @Forbes: How to train a machine brain, Pentaho's 4 pillars of AI
https://t.co/dCkNtVD3gK https://t…",FALSE,0,NA,2017-03-18 09:09:47,FALSE,NA,"843026637688111104",NA,"<a href=""http://www.corriere.it"" rel=""nofollow"">MyBrainIs</a>","mybrainis",8,TRUE,FALSE,NA,NA
"276","#Empleo #Trabajo Consultor Pentaho Kettle Barcelona. CV a candidato@tsdconsulting.es Asunto:Kettle https://t.co/fYELRdIKcB",FALSE,0,NA,2017-03-18 04:11:48,FALSE,NA,"842951646946705408",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"277","El día en que Pentaho Data Integration me ayudó con la EURO 2016 https://t.co/dXK9y9C4F7",FALSE,0,NA,2017-03-18 01:45:50,FALSE,NA,"842914914775810048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alexchaps",0,FALSE,FALSE,NA,NA
"278","INSTALASI PENTAHO DATA INTEGRATION (SETTING JAVA JDK) ARIFIR RAHMAN - 06.2010.1.05444 https://t.co/wD38XN5rPi - rew… https://t.co/3wTTabUDi9",FALSE,0,NA,2017-03-18 01:14:05,TRUE,NA,"842906921036333056",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","csv_mapper",0,FALSE,FALSE,NA,NA
"279","RT @Pentaho: Let's get technical! Don't miss this step by step recap of #machinelearning capabilities announced this week: https://t.co/vie…",FALSE,0,NA,2017-03-18 01:07:47,FALSE,NA,"842905336432345088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","William_wyLee",10,TRUE,FALSE,NA,NA
"280","Use the weekend to catch up on these latest 15 #bigdata technology developments https://t.co/doBCFfmEq1 #arcadia #atscale #pentaho",FALSE,0,NA,2017-03-18 00:25:21,FALSE,NA,"842894658627866624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bigdatahires",0,FALSE,FALSE,NA,NA
"281","#trabajo Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle  #empleo https://t.co/QIwjI5WKQj",FALSE,0,NA,2017-03-18 00:11:48,FALSE,NA,"842891247467532288",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"282","Pentaho Data Integration 6 https://t.co/PSAsJPZKBc - rewteet! #etl_pdi_kettle_pentaho_integration_java_script… https://t.co/7ye9y46Pkt",FALSE,0,NA,2017-03-18 00:03:00,TRUE,NA,"842889034502488067",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","csv_mapper",0,FALSE,FALSE,NA,NA
"283","Pentaho Data Integration Automation Demo - Read Excel File and Update MySQL Table https://t.co/tVVBb9r7LM - rewteet! https://t.co/RP88fyh4qi",FALSE,1,NA,2017-03-17 23:54:09,FALSE,NA,"842886808740413447",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","csv_mapper",0,FALSE,FALSE,NA,NA
"284","RT @pmalves: #PentahoDay 2017 is approaching - the biggest #pentaho community event in the world, May 11-12, Curitiba, Brazil: https://t.co…",FALSE,0,NA,2017-03-17 23:16:45,FALSE,NA,"842877395581505536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fernandommota",9,TRUE,FALSE,NA,NA
"285","Pentaho Data Integration short demo https://t.co/3EbVb7fZ1p - rewteet! #pentaho #xtivia https://t.co/E9gh5071aD",FALSE,1,NA,2017-03-17 22:13:16,FALSE,NA,"842861419565584384",NA,"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>","csv_mapper",0,FALSE,FALSE,NA,NA
"286","RT @Pentaho: That's a wrap at #StrataHadoop World this week! We had a blast - see you at the next @strataconf in London. https://t.co/FVyL4…",FALSE,0,NA,2017-03-17 22:06:44,FALSE,NA,"842859773611585536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","real_AakashShah",2,TRUE,FALSE,NA,NA
"287","- @Pentaho strafft den Machine Learning Workflow https://t.co/X5H6w3tOjb",FALSE,2,NA,2017-03-17 21:27:40,FALSE,NA,"842849944155299840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kathrineiben",0,FALSE,FALSE,NA,NA
"288","RT @itnovum: Von Bosch bis zur Bundespolizei – Open Source für BI: https://t.co/57kuFcTQMQ via @bigdata_insider @michael270165 @Pentaho #BI…",FALSE,0,NA,2017-03-17 21:23:07,FALSE,NA,"842848798732828673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kathrineiben",2,TRUE,FALSE,NA,NA
"289","RT @rshomair: My brain is now trained RT @Forbes: How to train a machine brain, Pentaho's 4 pillars of AI
https://t.co/dCkNtVD3gK https://t…",FALSE,0,NA,2017-03-17 21:13:46,FALSE,NA,"842846447078850560",NA,"<a href=""http://www.corriere.it"" rel=""nofollow"">MyBrainIs</a>","mybrainis",8,TRUE,FALSE,NA,NA
"290","#trabajo  Consultor Pentaho Kettle Barcelona. Envía CV candidato@tsdconsulting.es. Asunto: Kettle https://t.co/ORNOniGYkD",FALSE,0,NA,2017-03-17 21:11:21,FALSE,NA,"842845838275698689",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","tsdconsulting",0,FALSE,FALSE,NA,NA
"291","#RealTime #Pentaho CDE Dashboard - #BigData Journey Part 4 https://t.co/7rKexqVkS3 #hadoop https://t.co/cvxfiGDX50",FALSE,0,NA,2017-03-17 21:00:24,FALSE,NA,"842843082022371328",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","GavLaaaaaaaa",0,FALSE,FALSE,NA,NA
